date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:40:13	2215/2215	---M--	200	added ('OK')	text/html	etag:%228a7-532879b001180%22	https://www.weibergmedia.com/demos/bw/ajax/project6.html	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/ajax/project6.html	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:13	1984/1984	---M--	200	added ('OK')	text/html	etag:%227c0-532879b0f53c0%22	https://www.weibergmedia.com/demos/bw/ajax/project8.html	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/ajax/project8.html	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:18	186939/186939	---M--	200	added ('OK')	image/jpeg	etag:%222da3b-53083dd960a00%22	https://www.weibergmedia.com/demos/bw/images/project02.jpg	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/project02.jpg	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:18	199767/199767	---M--	200	added ('OK')	image/jpeg	etag:%2230c57-53083daf6a700%22	https://www.weibergmedia.com/demos/bw/images/about10.jpg	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/about10.jpg	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:19	23157/23157	---M--	200	added ('OK')	image/png	etag:%225a75-53083df508b40%22	https://www.weibergmedia.com/demos/bw/images/spotify.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/spotify.png	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:19	212191/212191	---M--	200	added ('OK')	image/jpeg	etag:%2233cdf-53083db05e940%22	https://www.weibergmedia.com/demos/bw/images/about11.jpg	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/about11.jpg	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:19	35547/35547	---M--	200	added ('OK')	image/png	etag:%228adb-53083df5fcd80%22	https://www.weibergmedia.com/demos/bw/images/unilever.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/unilever.png	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:20	27368/27368	---M--	200	added ('OK')	image/png	etag:%226ae8-53083df414900%22	https://www.weibergmedia.com/demos/bw/images/sass.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/sass.png	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:20	25365/25365	---M--	200	added ('OK')	image/png	etag:%226315-53083db523480%22	https://www.weibergmedia.com/demos/bw/images/envato.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/envato.png	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:21	18418/18418	---M--	200	added ('OK')	image/png	etag:%2247f2-53083db33b000%22	https://www.weibergmedia.com/demos/bw/images/apple.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/apple.png	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:21	31424/31424	---M--	200	added ('OK')	image/png	etag:%227ac0-53083df6f0fc0%22	https://www.weibergmedia.com/demos/bw/images/wordpress.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/wordpress.png	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:21	8101/8101	---M--	200	added ('OK')	application/javascript	etag:%221fa5-532879ed0a180%22	https://www.weibergmedia.com/demos/bw/js/jquery-easing-1.3.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery-easing-1.3.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:22	11417/11417	---M--	200	added ('OK')	application/javascript	etag:%222c99-532879fc4c580%22	https://www.weibergmedia.com/demos/bw/js/jquery.touchSwipe.min.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.touchSwipe.min.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:22	6363/6363	---M--	200	added ('OK')	application/javascript	etag:%2218db-532879f96fec0%22	https://www.weibergmedia.com/demos/bw/js/jquery.nav.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.nav.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:22	273776/273776	---M--	200	added ('OK')	image/jpeg	etag:%2242d70-53083db152b80%22	https://www.weibergmedia.com/demos/bw/images/about12.jpg	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/about12.jpg	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:22	423/423	---M--	200	added ('OK')	application/javascript	etag:%221a7-532879ec15f40%22	https://www.weibergmedia.com/demos/bw/js/input.fields.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/input.fields.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:22	679/679	---M--	200	added ('OK')	application/javascript	etag:%222a7-532879f1cecc0%22	https://www.weibergmedia.com/demos/bw/js/jquery.form.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.form.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:23	2074/2074	---M--	200	added ('OK')	application/javascript	etag:%2281a-532879ff28c40%22	https://www.weibergmedia.com/demos/bw/js/starter.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/starter.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:23	95931/95931	---M--	200	added ('OK')	application/javascript	etag:%22176bb-532879efe6840%22	https://www.weibergmedia.com/demos/bw/js/jquery-1.11.2.min.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery-1.11.2.min.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:23	484/484	---M--	200	added ('OK')	application/javascript	etag:%221e4-532879fe34a00%22	https://www.weibergmedia.com/demos/bw/js/responsive-nav.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/responsive-nav.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:24	4610/4610	---M--	200	added ('OK')	application/javascript	etag:%221202-532879fb58340%22	https://www.weibergmedia.com/demos/bw/js/jquery.sticky.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.sticky.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:24	16631/16631	---M--	200	added ('OK')	application/javascript	etag:%2240f7-532879f1cecc0%22	https://www.weibergmedia.com/demos/bw/js/jquery.flexslider-min.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.flexslider-min.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:24	1743/1743	---M--	200	added ('OK')	application/javascript	etag:%226cf-532879f693800%22	https://www.weibergmedia.com/demos/bw/js/jquery.lettering.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.lettering.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:24	7618/7618	---M--	200	added ('OK')	application/javascript	etag:%221dc2-532879fc4c580%22	https://www.weibergmedia.com/demos/bw/js/jquery.textillate.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.textillate.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:25	13624/13624	---M--	200	added ('OK')	application/javascript	etag:%223538-532879ec15f40%22	https://www.weibergmedia.com/demos/bw/js/general-lettering.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/general-lettering.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:25	74972/74972	---M--	200	added ('OK')	application/javascript	etag:%22124dc-532879f87bc80%22	https://www.weibergmedia.com/demos/bw/js/jquery.mb.YTPlayer.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.mb.YTPlayer.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:25	2683/2683	---M--	200	added ('OK')	application/javascript	etag:%22a7b-532879e845640%22	https://www.weibergmedia.com/demos/bw/js/ajax.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/ajax.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:26	35951/35951	---M--	200	added ('OK')	application/javascript	etag:%228c6f-532879eb21d00%22	https://www.weibergmedia.com/demos/bw/js/bootstrap.min.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/bootstrap.min.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:26	3653/3653	---M--	200	added ('OK')	application/javascript	etag:%22e45-532879f0daa80%22	https://www.weibergmedia.com/demos/bw/js/jquery.fitvids.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.fitvids.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:26	29127/29127	---M--	200	added ('OK')	application/javascript	etag:%2271c7-532879fa64100%22	https://www.weibergmedia.com/demos/bw/js/jquery.mixitup.min.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.mixitup.min.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:26	23484/23484	---M--	200	added ('OK')	application/javascript	etag:%225bbc-532879f0daa80%22	https://www.weibergmedia.com/demos/bw/js/jquery.fancybox.pack.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.fancybox.pack.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:27	8987/8987	---M--	200	added ('OK')	application/javascript	etag:%22231b-532879f693800%22	https://www.weibergmedia.com/demos/bw/js/jquery.lazyload.js	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/js/jquery.lazyload.js	(from https://www.weibergmedia.com/demos/bw/index.html)
11:40:27	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	https://www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.eot	(from https://www.weibergmedia.com/demos/bw/css/bootstrap.min.css)
11:40:27	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	https://www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.weibergmedia.com/demos/bw/css/bootstrap.min.css)
11:40:27	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	https://www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.woff2	(from https://www.weibergmedia.com/demos/bw/css/bootstrap.min.css)
11:40:28	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	https://www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.woff	(from https://www.weibergmedia.com/demos/bw/css/bootstrap.min.css)
11:40:28	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	https://www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.ttf	(from https://www.weibergmedia.com/demos/bw/css/bootstrap.min.css)
11:40:28	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	https://www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/glyphicons-halflings-regular.svg	(from https://www.weibergmedia.com/demos/bw/css/bootstrap.min.css)
11:40:30	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-532879cf79bc0%22	https://www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont3295.eot	(from https://www.weibergmedia.com/demos/bw/css/font-awesome.min.css)
11:40:31	66624/66624	---M--	200	added ('OK')	text/html	etag:%2210440-532879dbdf900%22	https://www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont3295.html	(from https://www.weibergmedia.com/demos/bw/css/font-awesome.min.css)
11:40:32	83588/83588	---M--	200	added ('OK')	application/x-font-woff	etag:%2214684-532879d80f000%22	https://www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont3295.woff	(from https://www.weibergmedia.com/demos/bw/css/font-awesome.min.css)
11:40:32	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-532879cf79bc0%22	https://www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/fontawesome-webfontd41d.eot	(from https://www.weibergmedia.com/demos/bw/css/font-awesome.min.css)
11:40:32	7622/7622	---M--	200	added ('OK')	image/png	etag:%221dc6-53083db42f240%22	https://www.weibergmedia.com/demos/bw/images/bg-logo@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/bg-logo@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:32	3029/3029	---M--	200	added ('OK')	image/png	etag:%22bd5-53083db42f240%22	https://www.weibergmedia.com/demos/bw/images/bg-arrow-down@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/bg-arrow-down@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:33	142072/142072	---M--	200	added ('OK')	application/x-font-ttf	etag:%2222af8-532879d43e700%22	https://www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont3295.ttf	(from https://www.weibergmedia.com/demos/bw/css/font-awesome.min.css)
11:40:38	430961/430961	---M--	200	added ('OK')	image/jpeg	etag:%2269371-53083dbdb88c0%22	https://www.weibergmedia.com/demos/bw/images/fullscreen10.jpg	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/fullscreen10.jpg	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:39	365616/365616	---M--	200	added ('OK')	image/svg+xml	etag:%2259430-532879d9f7480%22	https://www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/fonts/fontawesome-webfont3295.svg	(from https://www.weibergmedia.com/demos/bw/css/font-awesome.min.css)
11:40:39	336818/336818	---M--	200	added ('OK')	image/jpeg	etag:%22523b2-53083dc741f40%22	https://www.weibergmedia.com/demos/bw/images/fullscreen12.jpg	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/fullscreen12.jpg	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:40	525905/525905	---M--	200	added ('OK')	image/jpeg	etag:%2280651-53083dbadc200%22	https://www.weibergmedia.com/demos/bw/images/fullscreen.jpg	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/fullscreen.jpg	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:42	19226/19226	---M--	200	added ('OK')	image/png	etag:%224b1a-53083db42f240%22	https://www.weibergmedia.com/demos/bw/images/arrow-left.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/arrow-left.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:42	19220/19220	---M--	200	added ('OK')	image/png	etag:%224b14-53083db42f240%22	https://www.weibergmedia.com/demos/bw/images/arrow-right.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/arrow-right.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:42	4355/4355	---M--	200	added ('OK')	image/png	etag:%221103-53083dcfd7380%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-map@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-map@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:42	17726/17726	---M--	200	added ('OK')	image/png	etag:%22453e-53083db42f240%22	https://www.weibergmedia.com/demos/bw/images/bg-close-dark@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/bg-close-dark@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:43	4595/4595	---M--	200	added ('OK')	image/png	etag:%2211f3-53083dd590100%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-winner@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-winner@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:43	4386/4386	---M--	200	added ('OK')	image/png	etag:%221122-53083dd49bec0%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-time@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-time@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:43	4373/4373	---M--	200	added ('OK')	image/png	etag:%221115-53083dd0cb5c0%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-pig@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-pig@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:43	3392/3392	---M--	200	added ('OK')	image/png	etag:%22d40-53083dc92a3c0%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-adjust@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-adjust@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:43	4351/4351	---M--	200	added ('OK')	image/png	etag:%2210ff-53083dd49bec0%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-team@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-team@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:44	5178/5178	---M--	200	added ('OK')	image/png	etag:%22143a-53083dd590100%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-works@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-works@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:44	3174/3174	---M--	200	added ('OK')	image/png	etag:%22c66-53083dccfacc0%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-chat@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-chat@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:44	3344/3344	---M--	200	added ('OK')	image/png	etag:%22d10-53083dcfd7380%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-notes@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-notes@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:45	4549/4549	---M--	200	added ('OK')	image/png	etag:%2211c5-53083dccfacc0%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-camera@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-camera@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:45	4260/4260	---M--	200	added ('OK')	image/png	etag:%2210a4-53083dcee3140%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-illustration@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-illustration@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:45	666/666	---M--	200	added ('OK')	image/png	etag:%2229a-53083dd3a7c80%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-social@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-social@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:46	1423/1423	---M--	200	added ('OK')	image/png	etag:%2258f-53083dd49bec0%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-vector@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-vector@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:46	3542/3542	---M--	200	added ('OK')	image/png	etag:%22dd6-53083dcdeef00%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-commerce@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-commerce@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:46	4861/4861	---M--	200	added ('OK')	image/png	etag:%2212fd-53083dd2b3a40%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-search@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-search@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:46	1337/1337	---M--	200	added ('OK')	image/png	etag:%22539-53083dcee3140%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-like@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-like@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:47	4143/4143	---M--	200	added ('OK')	image/png	etag:%22102f-53083dd2b3a40%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-share@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-share@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:47	444904/444904	---M--	200	added ('OK')	image/jpeg	etag:%226c9e8-53083dc1891c0%22	https://www.weibergmedia.com/demos/bw/images/fullscreen13.jpg	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/fullscreen13.jpg	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
11:40:47	548/548	---M--	200	added ('OK')	image/png	etag:%22224-53083dcdeef00%22	https://www.weibergmedia.com/demos/bw/images/icons/bg-document@2x.png	C:/My%20Web%20Sites/proto1/www.weibergmedia.com/demos/bw/images/icons/bg-document@2x.png	(from https://www.weibergmedia.com/demos/bw/css/styles.css)
